## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /home/smit1924/preeclampsia_sex_chromosome_informed/clearBoxRawData/bamFiles/SCP_3954_T_S22_GRCh38_Aligned.sortedByCoord.out.bam --OUTPUT /home/smit1924/preeclampsia_sex_chromosome_informed/clearBoxRawData/bamFiles/deduplicated_data/SCP3954_marked_duplicates.bam --METRICS_FILE /home/smit1924/preeclampsia_sex_chromosome_informed/clearBoxRawData/bamFiles/deduplicated_data/SCP3954_mark_dup_metrics.txt --REMOVE_DUPLICATES true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Apr 16 14:01:27 ACST 2024

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
library	0	45079963	33792000	0	0	20526268	3653	0.45533	32932630

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
449.0	0	18	0	19
450.0	0	20	0	20
451.0	0	20	0	21
452.0	0	14	0	13
453.0	0	16	0	16
454.0	0	17	0	17
455.0	0	11	0	10
456.0	0	13	0	13
457.0	0	19	0	19
458.0	0	17	0	17
459.0	0	24	0	28
460.0	0	21	0	17
461.0	0	16	0	18
462.0	0	15	0	13
463.0	0	16	0	16
464.0	0	16	0	17
465.0	0	17	0	16
466.0	0	18	0	19
467.0	0	15	0	14
468.0	0	10	0	10
469.0	0	18	0	18
470.0	0	18	0	19
471.0	0	13	0	12
472.0	0	12	0	12
473.0	0	19	0	20
474.0	0	18	0	20
475.0	0	17	0	14
476.0	0	14	0	14
477.0	0	14	0	14
478.0	0	14	0	14
479.0	0	13	0	16
480.0	0	17	0	14
481.0	0	14	0	14
482.0	0	13	0	13
483.0	0	4	0	5
484.0	0	13	0	12
485.0	0	23	0	24
486.0	0	12	0	11
487.0	0	11	0	11
488.0	0	16	0	19
489.0	0	15	0	12
490.0	0	15	0	16
491.0	0	11	0	11
492.0	0	9	0	8
493.0	0	11	0	11
494.0	0	14	0	15
495.0	0	20	0	19
496.0	0	9	0	10
497.0	0	18	0	17
498.0	0	8	0	9
499.0	0	14	0	14
500.0	0	15	0	14
501.0	0	14	0	14
502.0	0	12	0	13
503.0	0	11	0	10
504.0	0	16	0	16
505.0	0	14	0	15
506.0	0	12	0	11
507.0	0	16	0	16
508.0	0	17	0	18
509.0	0	16	0	16
510.0	0	17	0	18
511.0	0	14	0	13
512.0	0	11	0	12
513.0	0	11	0	11
514.0	0	25	0	24
515.0	0	15	0	14
516.0	0	12	0	12
517.0	0	5	0	6
518.0	0	17	0	16
519.0	0	15	0	16
520.0	0	8	0	7
521.0	0	9	0	10
522.0	0	14	0	13
523.0	0	8	0	9
524.0	0	12	0	13
525.0	0	9	0	7
526.0	0	10	0	11
527.0	0	10	0	10
528.0	0	13	0	13
529.0	0	18	0	17
530.0	0	18	0	19
531.0	0	13	0	13
532.0	0	15	0	14
533.0	0	15	0	16
534.0	0	12	0	12
535.0	0	17	0	17
536.0	0	10	0	11
537.0	0	13	0	11
538.0	0	17	0	17
539.0	0	11	0	11
540.0	0	10	0	10
541.0	0	18	0	18
542.0	0	14	0	15
543.0	0	15	0	14
544.0	0	7	0	8
545.0	0	12	0	11
546.0	0	12	0	12
547.0	0	17	0	21
548.0	0	21	0	17
549.0	0	12	0	13
550.0	0	13	0	14
551.0	0	11	0	10
552.0	0	7	0	7
553.0	0	11	0	11
554.0	0	8	0	7
555.0	0	7	0	7
556.0	0	13	0	13
557.0	0	8	0	8
558.0	0	11	0	11
559.0	0	8	0	9
560.0	0	13	0	12
561.0	0	9	0	9
562.0	0	12	0	13
563.0	0	9	0	9
564.0	0	7	0	7
565.0	0	9	0	8
566.0	0	9	0	9
567.0	0	12	0	13
568.0	0	10	0	11
569.0	0	11	0	9
570.0	0	14	0	15
571.0	0	9	0	9
572.0	0	14	0	14
573.0	0	7	0	8
574.0	0	13	0	13
575.0	0	11	0	9
576.0	0	20	0	20
577.0	0	8	0	10
578.0	0	6	0	5
579.0	0	15	0	15
580.0	0	12	0	12
581.0	0	13	0	13
582.0	0	9	0	8
583.0	0	14	0	15
584.0	0	16	0	15
585.0	0	17	0	17
586.0	0	9	0	10
587.0	0	14	0	14
588.0	0	14	0	13
589.0	0	8	0	9
590.0	0	7	0	7
