Mixture	Fetal Mesenchymal Stem Cells	Fetal CD14+ Monocytes	Fetal CD8+ Activated T Cells	Fetal Naive CD4+ T Cells	Fetal Naive CD8+ T Cells	Fetal Natural Killer T Cells	Fetal B Cells	Fetal GZMK+ Natural Killer	Fetal Memory CD4+ T Cells	Fetal Hofbauer Cells	Fetal Plasmacytoid Dendritic Cells	Fetal GZMB+ Natural Killer	Fetal Endothelial Cells	Fetal Syncytiotrophoblast	Fetal Fibroblasts	Fetal Cytotrophoblasts	Fetal Proliferative Cytotrophoblasts	Fetal Nucleated Red Blood Cells	Maternal CD8+ Activated T Cells	Maternal Naive CD4+ T Cells	Maternal FCGR3A+ Monocytes	Maternal CD14+ Monocytes	Maternal Natural Killer Cells	Maternal B Cells	Maternal Plasma Cells	Maternal Naive CD8+ T Cells	Fetal Extravillous Trophoblasts	P-value	Correlation	RMSE
STP1206	0.06864532270226278	0.01873094760637565	0.00000000000000000	0.00000000000000000	0.12171883161810500	0.01099619384390680	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.05206207424610541	0.04349026426591463	0.00079611325547876	0.08679645448471998	0.17675423586935277	0.01255401237806061	0.18628295802265821	0.00000000000000000	0.00015692839846110	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.05007147316540486	0.03697763071523748	0.00000000000000000	0.06638926651291903	0.06757729291503688	0.00000000000000000	0.98832912469652701	0.34447394027917788
SCP3628	0.06055160726519608	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03778164632679386	0.05569466283060557	0.00000000000000000	0.00117416282016254	0.05425749114178680	0.02831231830633897	0.04112106810995274	0.01189258495819498	0.06757529074907438	0.12379230728163650	0.01215271670449128	0.20833274368362611	0.00000000000000000	0.00018880384608600	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03591035511275130	0.02348206876193827	0.02423401142283110	0.00000000000000000	0.17375698344094023	0.03978917723759320	0.00000000000000000	0.99248330675249163	0.52871491963933681
SCP3660	0.13342829431198916	0.00000000000000000	0.01954076706284977	0.00000000000000000	0.00000000000000000	0.01157712646363652	0.05079557621053244	0.00000000000000000	0.11750824428561389	0.02157482966594671	0.02473443733960195	0.01641029030180380	0.10333278261314439	0.02819835577164233	0.01948530198439048	0.10116968758608499	0.00000000000000000	0.00431130642912710	0.00000000000000000	0.00000000000000000	0.00112206136935140	0.06036094020432294	0.00987013829470223	0.00000000000000000	0.00000000000000000	0.17316142180233154	0.10341843830292828	0.00000000000000000	0.95558631719067921	0.86572127884905037
SCP3780	0.05771687450161307	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04225202695798949	0.01526019617954886	0.00873675904999430	0.00000000000000000	0.06837486546450380	0.01188648320787479	0.04382408786319941	0.02228611424159077	0.05095438974904092	0.12599481682447536	0.01942015111909777	0.16283522263910521	0.00000000000000000	0.00043028021134683	0.00000000000000000	0.00000000000000000	0.01247080535676776	0.04980939145375577	0.02351009635320398	0.01184177283543790	0.00000000000000000	0.21094597495557288	0.06144969103588108	0.00000000000000000	0.99134195311558670	0.51887200436920156
SCP3843	0.06730575611529463	0.00362555472176275	0.00000000000000000	0.00000000000000000	0.08771399943620511	0.03182203269210476	0.00000000000000000	0.00726578630107416	0.00000000000000000	0.04395732685633584	0.05541295821789807	0.01087773060998891	0.07092536794842702	0.13041077845268795	0.03477573819422104	0.25746868819073659	0.00000000000000000	0.00053567850680118	0.00000000000000000	0.00000000000000000	0.00290524869377171	0.01013613721334185	0.04398673181927223	0.04827570399035741	0.00000000000000000	0.06773405315964477	0.02486472888007409	0.00000000000000000	0.97035189216205697	0.52561834057817536
SCP3877	0.04635737453448422	0.00000000000000000	0.00359449947006015	0.00000000000000000	0.00000000000000000	0.04746779458700272	0.00000000000000000	0.00000000000000000	0.09877674275402860	0.02529334168064728	0.05738438565430425	0.00120746332922255	0.10448855413668909	0.05179886672190735	0.01015955340648208	0.19680587649509421	0.00000000000000000	0.00061648797392275	0.00000000000000000	0.00000000000000000	0.00467294921788749	0.04140287954256167	0.04984726772212573	0.00045041284272467	0.00000000000000000	0.21851017302618306	0.04116537690467228	0.00000000000000000	0.96967041756753136	0.79443982886335029
SCP3992	0.10939819938645817	0.00000000000000000	0.01907093248738900	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02239645790422354	0.00000000000000000	0.14873626302655968	0.01463917553353584	0.02381927435950922	0.00612819575982102	0.05434855643425109	0.06091300709451441	0.01912893820574097	0.10854432558892624	0.00000000000000000	0.00359454198391137	0.00000000000000000	0.00000000000000000	0.00340732544049702	0.05424140388660099	0.02516106920410918	0.00000000000000000	0.00000000000000000	0.22485797286606732	0.10161436083788498	0.00000000000000000	0.98164523448431651	0.74925555799472254
SCP4060	0.01313399709596617	0.00000000000000000	0.03900768025428889	0.01217710409223061	0.00000000000000000	0.02580532940965269	0.00000000000000000	0.00000000000000000	0.06132934026197587	0.08021953866286775	0.02888934431650421	0.00527986754742007	0.02572738902209723	0.02670093087264225	0.00000000000000000	0.05994889984204727	0.00000000000000000	0.00069608092922968	0.00000000000000000	0.00000000000000000	0.34360567489243010	0.06754475587179498	0.03211541122150092	0.09543710770499539	0.03120971584561541	0.03166071413458377	0.01951111802215662	0.00000000000000000	0.94213128667348967	0.86608878581508064
SCP4073	0.14736456191926270	0.01176142757718844	0.00000000000000000	0.00000000000000000	0.02227288707667467	0.05512864474334642	0.00000000000000000	0.00000000000000000	0.02527032739438959	0.03512876175585608	0.07675922601999725	0.00476777777956881	0.08977716994656899	0.04629370520015664	0.01007871331836242	0.13071664694532625	0.00000000000000000	0.00065541737593404	0.00000000000000000	0.00000000000000000	0.00050140380429117	0.00354847980213050	0.06126495182628279	0.00405467777759583	0.00000000000000000	0.16787040052827928	0.10678481920878800	0.00000000000000000	0.96493316111989957	0.80386779457140167
SCP4139	0.10803546185728276	0.01892573710418295	0.02643460281143212	0.00000000000000000	0.03069577337261025	0.04621299186049880	0.02429625995050833	0.00000000000000000	0.01653416812418245	0.05701146729053675	0.04905020421662212	0.00161210876031250	0.07234956831504084	0.01088437622823270	0.02684100188860599	0.10128410530031187	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04521681109844247	0.00270516990875590	0.01089663390725343	0.00000000000000000	0.00000000000000000	0.00065798839385203	0.05351295562462614	0.29684261398670958	0.00000000000000000	0.89407651699260082	0.89801263251747843
